,Net,Short,Long,Cat.,Index
U.S.Stock,0.00,0.00,0.00,8.15,—
Non-U.S.Stock,99.53,0.00,99.53,79.51,—
Bonds,3.81,0.00,3.81,0.07,—
Other,0.00,0.00,0.00,0.89,—
Cash,-3.34,4.72,1.38,24.83,—
Not Classified,0.00,0.00,0.00,0.06,—
