,Values
NAV,"3,871.39"
Open Price,"3,885.00"
Bid / Ask / Spread,"3,475.00 / 4,245.00 / 19.95%"
Volume / Avg,"5,786.0 / 12,798.4"
Day Range,"3,850.00 – 3,920.00"
Year Range,"3,445.00 – 5,460.00"
SEC Yield ,—
12-Month Yield ,1.14%
Premium ,—
Expense Ratio,0.560%
Total Assets,4.9 Bil
