,Fund,Cat. Average,Index
Price/Earnings ,17.15,13.31,—
Price/Book ,1.75,0.99,—
Price/Sales ,0.81,0.52,—
Price/Cash Flow ,6.75,3.85,—
Dividend Yield % ,1.11,2.16,—
Long-Term Earnings % ,26.53,15.19,—
Historical Earnings % ,26.85,35.81,—
Sales Growth % ,3.89,2.99,—
Cash-Flow Growth % ,-10.02,2.81,—
Book-Value Growth % ,7.82,1.55,—
