,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.69,-3.65,-7.44,-15.27,-15.15,-18.67,—,—,—,—,—
Total Return % (NAV),-0.62,-2.81,-6.60,-14.23,-13.82,-17.84,—,—,—,—,-6.99
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
