,Values
NAV,"8,801.53"
Open Price,"8,775.00"
Bid / Ask / Spread,"0.00 / 9,580.00 / 0.00%"
Volume / Avg,"11,923.0 / 3,726.9"
Day Range,"8,710.00 – 8,780.00"
Year Range,"8,710.00 – 11,105.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.510%
Total Assets,4.4 Bil
