,Values
NAV,"8,824.53"
Open Price,"8,695.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"3,990.0 / 3,947.6"
Day Range,"8,670.00 – 8,745.00"
Year Range,"8,670.00 – 11,040.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.510%
Total Assets,4.4 Bil
