,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.62,-2.13,-1.38,-7.75,-1.31,-8.40,—,—,—,—,—
Total Return % (NAV),0.34,2.44,-1.38,-7.41,-0.88,-9.40,—,—,—,—,2.24
+/- Category (NAV),-0.72,0.51,1.34,-7.72,-17.03,-7.67,—,—,—,—,—
+/- Index (NAV),0.83,5.66,4.55,-6.98,-19.73,-11.18,—,—,—,—,—
