,Values
NAV,"10,445.72"
Open Price,"10,380.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"407.0 / 8,586.1"
Day Range,"10,315.00 – 10,385.00"
Year Range,"9,150.00 – 11,820.00"
SEC Yield ,—
12-Month Yield ,0.39%
Premium ,—
Expense Ratio,0.470%
Total Assets,8.4 Bil
