,Values
NAV,"10,445.72"
Open Price,"10,395.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"2,517.0 / 9,990.4"
Day Range,"10,330.00 – 10,430.00"
Year Range,"9,150.00 – 11,820.00"
SEC Yield ,—
12-Month Yield ,0.39%
Premium ,—
Expense Ratio,0.470%
Total Assets,8.4 Bil
