,Values
NAV,"7,450.35"
Open Price,"7,500.00"
Bid / Ask / Spread,"7,525.00 / 7,530.00 / 0.07%"
Volume / Avg,9.5 Mil / 11.0 Mil
Day Range,"7,475.00 – 7,525.00"
Year Range,"6,365.00 – 7,580.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.690%
Total Assets,473.8 Bil
