,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),1.01,0.33,8.05,6.29,3.80,13.09,-1.11,-0.13,—,—,—
Total Return % (NAV),-0.08,0.58,6.94,6.34,2.31,12.80,-1.44,-0.43,—,—,-2.93
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
