,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,-19.93,7.59,-9.51,1.15,10.19,0.24,-8.50,-20.89,21.37,3.45
Fund (NAV),—,-20.17,7.95,-9.64,1.48,10.34,0.54,-8.69,-20.88,21.49,2.40
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,—
Percentile Rank,—,—,—,—,—,—,—,—,—,—,—
# of Funds in Category,—,—,—,—,—,—,—,—,—,—,—
