,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.85,-2.32,-10.05,-11.52,-12.23,-15.90,—,—,—,—,—
Total Return % (NAV),0.13,-0.24,-9.39,-10.65,-11.01,-15.10,—,—,—,—,-10.96
+/- Category (NAV),-0.64,-1.72,-2.28,-3.87,-6.14,-2.21,—,—,—,—,—
+/- Index (NAV),0.13,-1.49,-3.19,-6.94,-11.50,-5.32,—,—,—,—,—
