Sectors,Fund %,Category %
Basic Materials,13.16,8.70
Consumer Cyclical,16.13,13.65
Financial Services,20.05,11.56
Real Estate,0.00,0.29
Communication Services,8.02,2.34
Energy,5.28,1.96
Industrials,7.08,10.46
Technology,13.80,38.20
Consumer Defensive,14.30,6.64
Healthcare,0.00,4.97
Utilities,2.18,1.23
