,Values
NAV,"7,684.68"
Open Price,"7,650.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,40.0 / 66.0
Day Range,"7,625.00 – 7,650.00"
Year Range,"7,625.00 – 9,495.00"
SEC Yield ,—
12-Month Yield ,2.71%
Premium ,—
Expense Ratio,0.310%
Total Assets,15.4 Bil
