,Values
Sustainability Rate,Average
Percent Rank in Global Category,51%
Historical Sustainability Score,41.23
Global Category,Korea Equity
Portfolio ESG,45.73
Controversy Deduction,5.09
Sustainability Score,40.64
Sustainability Mandate,Yes
