,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,-11.52,-11.31
Fund (NAV),—,—,—,—,—,—,—,—,—,-11.60,-10.63
+/ Category (NAV),—,—,—,—,—,—,—,—,—,5.07,-5.86
+/- Index (Price),—,—,—,—,—,—,—,—,—,6.12,-11.97
Percentile Rank,—,—,—,—,—,—,—,—,—,10,93
# of Funds in Category,—,—,—,—,—,—,—,—,"2,058","2,015","2,325"
