,Fund,Cat. Average,Index
Price/Earnings ,13.55,12.75,13.61
Price/Book ,1.47,1.47,1.46
Price/Sales ,0.82,1.00,0.81
Price/Cash Flow ,6.32,4.78,6.25
Dividend Yield % ,3.96,4.09,4.05
Long-Term Earnings % ,9.27,10.01,9.80
Historical Earnings % ,17.01,24.03,17.07
Sales Growth % ,6.73,9.98,6.69
Cash-Flow Growth % ,12.65,22.08,12.68
Book-Value Growth % ,4.40,3.87,4.43
