,Values
NAV,"10,643.92"
Open Price,"10,600.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,2.0 / 100.8
Day Range,"10,600.00 – 10,600.00"
Year Range,"9,820.00 – 12,215.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.480%
Total Assets,10.6 Bil
