,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,-9.92,7.07
Fund (NAV),—,—,—,—,—,—,—,—,—,-10.39,7.32
+/ Category (NAV),—,—,—,—,—,—,—,—,—,2.63,2.64
+/- Index (Price),—,—,—,—,—,—,—,—,—,-1.06,2.68
Percentile Rank,—,—,—,—,—,—,—,—,—,27,46
# of Funds in Category,—,—,—,—,—,—,—,—,63,88,90
