Sectors,Fund %,Category %
Basic Materials,47.17,69.29
Consumer Cyclical,0.00,0.06
Financial Services,0.00,1.07
Real Estate,1.20,0.03
Communication Services,0.00,0.00
Energy,30.04,28.03
Industrials,2.51,0.86
Technology,0.00,0.00
Consumer Defensive,15.10,0.54
Healthcare,0.00,0.00
Utilities,3.98,0.11
