,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.62,-2.30,-6.77,-2.84,7.07,-1.99,—,—,—,—,—
Total Return % (NAV),0.48,0.40,-6.37,-1.14,7.32,-4.12,—,—,—,—,3.10
+/- Category (NAV),0.24,-0.34,0.42,2.89,2.64,6.06,—,—,—,—,—
+/- Index (NAV),1.10,4.49,2.59,2.94,2.93,-1.58,—,—,—,—,—
