,Values
Sustainability Rate,Low
Percent Rank in Global Category,97%
Historical Sustainability Score,35.79
Global Category,Korea Equity
Portfolio ESG,36.46
Controversy Deduction,0.08
Sustainability Score,36.38
Sustainability Mandate,No
