,Values
NAV,"8,582.41"
Open Price,"8,455.00"
Bid / Ask / Spread,"8,445.00 / 8,450.00 / 0.06%"
Volume / Avg,4.5 Mil / 5.9 Mil
Day Range,"8,405.00 – 8,480.00"
Year Range,"7,895.00 – 14,510.00"
SEC Yield ,—
12-Month Yield ,1.58%
Premium ,—
Expense Ratio,0.280%
Total Assets,627.4 Bil
