,Values
NAV,"8,647.46"
Open Price,"8,650.00"
Bid / Ask / Spread,"8,625.00 / 8,640.00 / 0.17%"
Volume / Avg,6.3 Mil / 5.9 Mil
Day Range,"8,540.00 – 8,655.00"
Year Range,"7,895.00 – 14,510.00"
SEC Yield ,—
12-Month Yield ,1.58%
Premium ,—
Expense Ratio,0.280%
Total Assets,668.9 Bil
