,Values
Sustainability Rate,Below Average
Percent Rank in Global Category,77%
Historical Sustainability Score,40.13
Global Category,Korea Equity
Portfolio ESG,42.45
Controversy Deduction,2.35
Sustainability Score,40.10
Sustainability Mandate,No
