,Fund,Cat. Average,Index
Price/Earnings ,7.99,11.02,12.13
Price/Book ,0.75,0.84,0.86
Price/Sales ,0.43,0.53,0.65
Price/Cash Flow ,3.35,3.46,3.66
Dividend Yield % ,5.32,3.08,3.48
Long-Term Earnings % ,5.68,10.07,3.69
Historical Earnings % ,15.95,15.26,14.88
Sales Growth % ,7.44,11.25,4.89
Cash-Flow Growth % ,-32.77,16.83,15.05
Book-Value Growth % ,8.15,10.86,8.56
