,Values
NAV,"7,506.89"
Open Price,"7,575.00"
Bid / Ask / Spread,"6,775.00 / 8,270.00 / 19.87%"
Volume / Avg,"1,291.0 / 1,498.7"
Day Range,"7,490.00 – 7,585.00"
Year Range,"7,340.00 – 8,920.00"
SEC Yield ,—
12-Month Yield ,4.36%
Premium ,—
Expense Ratio,0.450%
Total Assets,9.4 Bil
