Sectors,Fund %,Category %
Basic Materials,9.76,8.70
Consumer Cyclical,0.00,13.65
Financial Services,57.71,11.56
Real Estate,0.00,0.29
Communication Services,1.16,2.34
Energy,0.00,1.96
Industrials,23.71,10.46
Technology,3.91,38.20
Consumer Defensive,3.75,6.64
Healthcare,0.00,4.97
Utilities,0.00,1.23
