,Values
NAV,"7,600.28"
Open Price,"7,560.00"
Bid / Ask / Spread,"6,785.00 / 8,280.00 / 19.85%"
Volume / Avg,"1,324.0 / 1,486.7"
Day Range,"7,485.00 – 7,580.00"
Year Range,"7,340.00 – 8,920.00"
SEC Yield ,—
12-Month Yield ,4.36%
Premium ,—
Expense Ratio,0.450%
Total Assets,9.5 Bil
