,Values
NAV,"8,400.56"
Open Price,"8,310.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"48.0 / 7,212.2"
Day Range,"8,240.00 – 8,310.00"
Year Range,"7,775.00 – 10,250.00"
SEC Yield ,—
12-Month Yield ,0.49%
Premium ,—
Expense Ratio,0.510%
Total Assets,7.6 Bil
