,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.19,3.89,-6.40,-17.13,-10.66,-6.85,—,—,—,—,—
Total Return % (NAV),0.15,4.20,-4.98,-14.93,-9.30,-8.37,—,—,—,—,-11.63
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
