,Values
NAV,"54,501.76"
Open Price,"54,430.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,103.0 / 230.8
Day Range,"54,395.00 – 54,450.00"
Year Range,"53,715.00 – 56,235.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.270%
Total Assets,16.4 Bil
