,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,1.32,2.38,4.00,8.39,-3.20,1.32
Fund (NAV),—,—,—,—,—,1.45,2.31,4.06,8.38,-3.19,1.36
+/ Category (NAV),—,—,—,—,—,-0.25,-0.84,3.60,2.30,-0.40,0.88
+/- Index (Price),—,—,—,—,—,-1.18,-1.31,0.61,-0.29,-1.53,—
Percentile Rank,—,—,—,—,—,51,61,4,26,49,29
# of Funds in Category,—,—,—,—,571,599,722,876,996,"1,104","1,214"
