,Values
NAV,"54,509.19"
Open Price,"54,610.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,33.0 / 224.2
Day Range,"54,520.00 – 54,615.00"
Year Range,"53,715.00 – 56,235.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.270%
Total Assets,16.4 Bil
