,Fund,Cat. Average,Index
Price/Earnings ,10.77,12.50,9.92
Price/Book ,1.42,1.82,1.26
Price/Sales ,1.23,1.42,1.10
Price/Cash Flow ,4.10,6.00,3.71
Dividend Yield % ,3.20,2.83,3.51
Long-Term Earnings % ,11.18,9.55,8.64
Historical Earnings % ,9.52,13.10,9.92
Sales Growth % ,10.26,10.48,9.83
Cash-Flow Growth % ,10.47,16.38,10.51
Book-Value Growth % ,9.25,9.29,8.65
