,Values
NAV,"9,630.84"
Open Price,"9,890.00"
Bid / Ask / Spread,"9,700.00 / 9,890.00 / 1.94%"
Volume / Avg,"164.0 / 12,806.7"
Day Range,"9,715.00 – 9,890.00"
Year Range,"9,145.00 – 12,185.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.700%
Total Assets,5.3 Bil
