Sectors,Fund %,Category %
Basic Materials,—,4.14
Consumer Cyclical,—,17.57
Financial Services,—,24.64
Real Estate,—,4.51
Communication Services,—,1.04
Energy,—,1.90
Industrials,—,9.90
Technology,—,15.66
Consumer Defensive,—,12.57
Healthcare,—,6.89
Utilities,—,1.19
