,Values
NAV,"9,630.84"
Open Price,"9,630.00"
Bid / Ask / Spread,"9,175.00 / 9,890.00 / 7.50%"
Volume / Avg,"915.0 / 11,860.2"
Day Range,"9,560.00 – 9,715.00"
Year Range,"9,145.00 – 12,185.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.700%
Total Assets,5.3 Bil
