,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,1.63
Fund (NAV),—,—,—,—,—,—,—,—,—,—,3.04
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,-13.30
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,-4.39
Percentile Rank,—,—,—,—,—,—,—,—,—,—,90
# of Funds in Category,—,—,—,—,—,—,—,—,—,890,938
