,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.18,-0.16,-8.44,-10.94,1.63,—,—,—,—,—,—
Total Return % (NAV),-0.69,-0.88,-7.78,-9.77,3.04,—,—,—,—,—,-2.81
+/- Category (NAV),0.04,-1.31,-3.22,-7.31,-13.30,—,—,—,—,—,—
+/- Index (NAV),-0.10,-1.32,-2.52,-4.20,-2.98,—,—,—,—,—,—
