,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,2.37,1.61,1.35,1.24,1.58,1.13
Fund (NAV),—,—,—,—,—,2.42,1.69,1.32,1.26,1.61,1.12
+/ Category (NAV),—,—,—,—,—,0.16,0.16,0.09,0.01,-0.00,-0.05
+/- Index (Price),—,—,—,—,—,-0.51,-0.52,-0.49,-0.52,-0.40,-0.20
Percentile Rank,—,—,—,—,—,31,31,42,49,45,24
# of Funds in Category,—,—,—,—,156,179,201,203,226,269,305
