,Values
NAV,"101,227.70"
Open Price,"101,240.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"946.0 / 1,646.7"
Day Range,"101,230.00 – 101,240.00"
Year Range,"100,100.00 – 101,685.00"
SEC Yield ,—
12-Month Yield ,1.58%
Premium ,—
Expense Ratio,0.090%
Total Assets,183.8 Bil
