,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.01,0.03,0.16,0.49,1.13,1.71,1.46,1.54,—,—,—
Total Return % (NAV),0.01,0.03,0.16,0.49,1.12,1.74,1.48,1.57,—,—,1.68
+/- Category (NAV),-0.02,-0.00,-0.06,-0.03,-0.05,-0.04,0.07,0.11,—,—,—
+/- Index (NAV),0.00,-0.01,-0.02,-0.05,-0.21,-0.36,-0.43,-0.44,—,—,—
