,Values
NAV,"9,519.68"
Open Price,"9,440.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"55.0 / 354,216.9"
Day Range,"9,425.00 – 9,440.00"
Year Range,"9,425.00 – 10,330.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.310%
Total Assets,149.5 Bil
