,Fund,Category,Index
U.S.Stock,—,0.14,0.00
Non-U.S.Stock,—,94.67,99.99
Bonds,—,0.24,0.00
Other,—,0.86,0.00
Cash,—,3.81,0.00
Not Classified,—,1.40,0.01
