,Values
NAV,"9,519.68"
Open Price,"9,510.00"
Bid / Ask / Spread,"9,425.00 / 9,460.00 / 0.37%"
Volume / Avg,"109.0 / 361,300.2"
Day Range,"9,510.00 – 9,555.00"
Year Range,"9,430.00 – 10,330.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.310%
Total Assets,149.5 Bil
