,Values
NAV,"9,465.93"
Open Price,"9,360.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"6.0 / 340,854.2"
Day Range,"9,335.00 – 9,420.00"
Year Range,"9,335.00 – 10,330.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.310%
Total Assets,148.6 Bil
