Sectors,Fund %,Category %
Basic Materials,7.34,8.70
Consumer Cyclical,10.15,13.65
Financial Services,19.46,11.56
Real Estate,0.00,0.29
Communication Services,2.64,2.34
Energy,1.94,1.96
Industrials,7.26,10.46
Technology,38.58,38.20
Consumer Defensive,8.18,6.64
Healthcare,2.49,4.97
Utilities,1.98,1.23
