,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.02,-0.71,-7.05,-5.07,—,—,—,—,—,—,—
Total Return % (NAV),-0.06,-1.25,-6.29,-5.34,—,—,—,—,—,—,-10.60
+/- Category (NAV),-0.11,-1.07,0.74,2.62,—,—,—,—,—,—,—
+/- Index (NAV),-0.38,-0.61,-0.34,-0.86,—,—,—,—,—,—,—
