,Values
NAV,"25,607.60"
Open Price,"25,470.00"
Bid / Ask / Spread,"25,280.00 / 25,285.00 / 0.02%"
Volume / Avg,5.2 Mil / 5.5 Mil
Day Range,"25,305.00 – 25,480.00"
Year Range,"25,125.00 – 30,370.00"
SEC Yield ,—
12-Month Yield ,2.27%
Premium ,—
Expense Ratio,0.160%
Total Assets,5.8 Tril
