,Values
NAV,"25,559.25"
Open Price,"25,570.00"
Bid / Ask / Spread,"25,490.00 / 25,500.00 / 0.04%"
Volume / Avg,8.2 Mil / 5.6 Mil
Day Range,"25,480.00 – 25,710.00"
Year Range,"25,125.00 – 30,370.00"
SEC Yield ,—
12-Month Yield ,2.27%
Premium ,—
Expense Ratio,0.160%
Total Assets,5.8 Tril
