Sectors,Fund %,Category %
Basic Materials,7.62,8.70
Consumer Cyclical,10.33,13.65
Financial Services,11.46,11.56
Real Estate,0.00,0.29
Communication Services,2.77,2.34
Energy,1.88,1.96
Industrials,9.26,10.46
Technology,44.02,38.20
Consumer Defensive,6.39,6.64
Healthcare,4.99,4.97
Utilities,1.28,1.23
