,Values
NAV,"10,170.03"
Open Price,"10,090.00"
Bid / Ask / Spread,"10,050.00 / 10,200.00 / 1.48%"
Volume / Avg,"75,895.0 / 48,502.5"
Day Range,"10,055.00 – 10,175.00"
Year Range,"8,130.00 – 10,285.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.680%
Total Assets,28.2 Bil
