,Values
NAV,"10,170.03"
Open Price,"10,165.00"
Bid / Ask / Spread,"9,195.00 / 0.00 / 0.00%"
Volume / Avg,"18,536.0 / 46,789.3"
Day Range,"10,110.00 – 10,205.00"
Year Range,"8,130.00 – 10,285.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.680%
Total Assets,28.2 Bil
