,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.39,0.20,5.75,3.79,18.16,15.66,6.85,—,—,—,—
Total Return % (NAV),-1.70,-0.33,5.93,4.67,18.70,16.42,6.36,—,—,—,0.40
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
