,Values
NAV,"7,992.53"
Open Price,"7,955.00"
Bid / Ask / Spread,"7,500.00 / 7,990.00 / 6.33%"
Volume / Avg,"6,175.0 / 48,212.3"
Day Range,"7,910.00 – 7,965.00"
Year Range,"7,905.00 – 10,030.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.690%
Total Assets,26.9 Bil
