,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.06,-0.37,-6.09,-4.92,-17.66,-16.76,-10.23,—,—,—,—
Total Return % (NAV),1.71,0.17,-6.00,-5.27,-17.51,-16.91,-9.64,—,—,—,-5.68
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
