,Values
NAV,"8,029.04"
Open Price,"8,050.00"
Bid / Ask / Spread,"8,020.00 / 8,070.00 / 0.62%"
Volume / Avg,"29,081.0 / 47,617.5"
Day Range,"8,000.00 – 8,080.00"
Year Range,"7,905.00 – 10,030.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.690%
Total Assets,27.1 Bil
