,Values
NAV,"44,959.66"
Open Price,"44,845.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,6.0 / 13.9
Day Range,"44,815.00 – 44,870.00"
Year Range,"44,685.00 – 48,925.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.120%
Total Assets,5.8 Bil
