,Values
NAV,"44,756.58"
Open Price,"44,795.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,12.0 / 14.1
Day Range,"44,735.00 – 44,795.00"
Year Range,"44,685.00 – 48,850.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.120%
Total Assets,5.8 Bil
