,Fund,Cat. Average,Index
Price/Earnings ,10.15,10.08,10.07
Price/Book ,1.01,1.04,0.93
Price/Sales ,0.47,0.61,0.40
Price/Cash Flow ,5.47,4.44,2.91
Dividend Yield % ,2.08,1.71,2.01
Long-Term Earnings % ,20.98,9.55,10.86
Historical Earnings % ,-0.81,2.73,0.53
Sales Growth % ,-11.79,-1.44,-3.08
Cash-Flow Growth % ,-10.60,-10.31,-9.25
Book-Value Growth % ,-0.63,6.21,2.39
