,Values
Sustainability Rate,Low
Percent Rank in Global Category,94%
Historical Sustainability Score,36.74
Global Category,Korea Equity
Portfolio ESG,39.31
Controversy Deduction,2.38
Sustainability Score,36.93
Sustainability Mandate,No
