,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,-10.51,10.64,-10.47,-16.06
Fund (NAV),—,—,—,—,—,—,—,-9.98,10.26,-10.42,-15.02
+/ Category (NAV),—,—,—,—,—,—,—,-1.49,-12.39,7.72,-6.05
+/- Index (Price),—,—,—,—,—,—,—,1.37,-8.16,1.42,-0.97
Percentile Rank,—,—,—,—,—,—,—,54,94,8,78
# of Funds in Category,—,—,—,—,—,—,218,256,272,369,476
